nr_powiatu;Obwodowa Komisja Wyborcza nr;BARTOSZEWICZ Artur;BIEJAT Magdalena Agnieszka;BRAUN Grzegorz Michał;HOŁOWNIA Szymon Franciszek;JAKUBIAK Marek;MACIAK Maciej;MENTZEN Sławomir Jerzy;NAWROCKI Karol Tadeusz;SENYSZYN Joanna;STANOWSKI Krzysztof Jakub;TRZASKOWSKI Rafał Kazimierz;WOCH Marek Marian;ZANDBERG Adrian Tadeusz;
143305;Obwodowa Komisja Wyborcza numer 10;8;13;33;31;9;1;95;155;6;11;116;0;22;
143410;Obwodowa Komisja Wyborcza numer 1;0;3;12;3;3;0;41;125;1;2;23;0;6;
143305;Obwodowa Komisja Wyborcza numer 18;1;9;20;6;3;0;40;107;1;0;50;0;9;
143305;Obwodowa Komisja Wyborcza numer 20;0;5;10;4;3;1;28;76;3;0;37;0;8;
143305;Obwodowa Komisja Wyborcza numer 22;1;1;1;1;0;1;0;10;1;0;2;0;0;
143305;Obwodowa Komisja Wyborcza numer 14;3;16;40;21;3;1;99;219;5;5;117;0;33;
143305;Obwodowa Komisja Wyborcza numer 11;3;21;33;22;7;0;122;257;6;8;114;0;9;
143305;Obwodowa Komisja Wyborcza numer 13;3;18;42;23;3;3;98;265;4;7;135;1;33;
143305;Obwodowa Komisja Wyborcza numer 21;0;0;16;7;1;0;18;101;2;1;34;1;1;
143305;Obwodowa Komisja Wyborcza numer 17;0;6;20;5;2;0;33;137;0;4;29;0;7;
143305;Obwodowa Komisja Wyborcza numer 15;2;22;65;37;9;1;106;268;6;11;175;0;28;
143305;Obwodowa Komisja Wyborcza numer 16;0;5;11;7;3;0;70;178;5;2;29;0;15;
143305;Obwodowa Komisja Wyborcza numer 12;7;27;39;51;7;1;130;376;12;13;189;0;17;
143410;Obwodowa Komisja Wyborcza numer 2;1;15;23;8;6;3;79;176;6;2;50;0;8;
143410;Obwodowa Komisja Wyborcza numer 3;1;12;14;16;1;0;54;78;1;1;33;0;2;
143410;Obwodowa Komisja Wyborcza numer 5;3;5;16;2;0;3;39;114;2;2;21;0;6;
143408;Obwodowa Komisja Wyborcza numer 5;0;19;38;20;5;0;125;279;8;12;96;0;22;
143408;Obwodowa Komisja Wyborcza numer 7;0;1;23;4;0;0;28;84;1;4;13;0;4;
143408;Obwodowa Komisja Wyborcza numer 2;6;12;78;15;6;1;142;309;9;10;53;0;14;
143408;Obwodowa Komisja Wyborcza numer 3;3;12;47;28;10;1;89;275;7;12;45;0;15;
143410;Obwodowa Komisja Wyborcza numer 4;3;8;16;13;2;0;61;147;1;2;38;0;20;
143506;Obwodowa Komisja Wyborcza numer 1;6;23;56;31;15;2;162;439;12;10;137;1;31;
143408;Obwodowa Komisja Wyborcza numer 4;7;7;41;11;10;0;112;307;7;3;44;1;20;
143506;Obwodowa Komisja Wyborcza numer 2;4;21;85;23;4;2;125;356;1;2;149;0;26;
143408;Obwodowa Komisja Wyborcza numer 1;1;3;41;9;4;0;87;190;2;5;23;1;12;
143408;Obwodowa Komisja Wyborcza numer 6;5;16;57;26;7;0;135;298;6;6;76;1;18;
143506;Obwodowa Komisja Wyborcza numer 4;1;22;39;36;7;0;96;190;6;9;122;1;13;
143506;Obwodowa Komisja Wyborcza numer 3;3;6;39;20;9;0;120;281;3;13;96;0;23;
143506;Obwodowa Komisja Wyborcza numer 5;4;16;36;13;2;4;84;220;3;2;54;2;14;
143604;Obwodowa Komisja Wyborcza numer 2;2;9;55;16;9;0;117;189;1;1;49;0;12;
143604;Obwodowa Komisja Wyborcza numer 1;9;8;67;39;9;0;158;506;5;5;56;0;29;
143501;Obwodowa Komisja Wyborcza numer 1;1;24;72;37;10;3;187;474;11;6;221;0;29;
143501;Obwodowa Komisja Wyborcza numer 8;0;3;26;3;0;0;24;79;0;1;34;1;2;
143501;Obwodowa Komisja Wyborcza numer 7;2;8;15;5;3;0;40;131;2;1;30;1;5;
143604;Obwodowa Komisja Wyborcza numer 4;0;5;51;19;5;2;124;252;0;0;19;0;9;
143501;Obwodowa Komisja Wyborcza numer 5;0;18;42;29;8;2;133;272;11;6;80;0;18;
143501;Obwodowa Komisja Wyborcza numer 9;1;9;5;11;4;0;24;93;0;1;50;0;4;
143501;Obwodowa Komisja Wyborcza numer 2;2;9;21;6;2;0;58;186;2;3;33;0;16;
143604;;0;6;17;4;2;0;51;114;5;5;39;0;11;
143501;Obwodowa Komisja Wyborcza numer 6;5;17;57;39;9;0;148;331;4;10;117;1;18;
143501;Obwodowa Komisja Wyborcza numer 10;3;5;0;1;3;1;0;13;0;0;6;1;0;
143501;Obwodowa Komisja Wyborcza numer 4;0;3;20;5;4;0;80;196;2;1;40;0;5;
143501;Obwodowa Komisja Wyborcza numer 11;0;0;1;0;0;2;0;25;0;0;4;0;0;
143501;Obwodowa Komisja Wyborcza numer 3;2;14;67;18;5;3;110;274;2;4;71;1;22;
143604;Obwodowa Komisja Wyborcza numer 5;4;7;21;9;2;0;66;154;4;0;26;3;7;
143502;Obwodowa Komisja Wyborcza numer 1;5;28;98;65;16;1;222;575;4;7;266;0;42;
143502;Obwodowa Komisja Wyborcza numer 2;3;13;57;21;7;0;144;278;2;7;52;0;15;
143502;Obwodowa Komisja Wyborcza numer 5;0;12;37;18;2;0;122;259;5;2;54;1;5;
143502;Obwodowa Komisja Wyborcza numer 4;1;4;27;6;1;0;77;123;0;2;6;0;6;
143502;Obwodowa Komisja Wyborcza numer 3;4;15;56;26;7;4;98;282;7;9;142;0;29;
143502;Obwodowa Komisja Wyborcza numer 6;1;13;41;17;3;0;132;272;5;3;81;1;6;
143602;Obwodowa Komisja Wyborcza numer 2;1;10;34;16;5;1;89;222;0;5;79;0;15;
143602;Obwodowa Komisja Wyborcza numer 5;1;5;34;11;4;1;80;163;0;3;37;0;6;
143602;Obwodowa Komisja Wyborcza numer 1;8;31;87;36;6;4;178;447;6;9;156;2;29;
143602;Obwodowa Komisja Wyborcza numer 4;1;13;24;1;2;0;54;155;2;5;35;0;9;
143602;Obwodowa Komisja Wyborcza numer 3;1;3;5;0;1;0;11;61;0;2;27;0;2;
143504;Obwodowa Komisja Wyborcza numer 3;7;19;46;53;12;0;126;239;14;6;235;2;20;
143504;Obwodowa Komisja Wyborcza numer 2;0;10;13;20;1;1;25;81;1;1;30;0;4;
143504;Obwodowa Komisja Wyborcza numer 1;5;14;68;47;4;3;143;390;3;7;93;0;28;
143602;Obwodowa Komisja Wyborcza numer 7;0;12;13;6;0;0;33;118;0;2;33;0;0;
143602;;0;3;7;3;0;0;31;125;0;1;11;0;6;
143504;Obwodowa Komisja Wyborcza numer 4;3;10;44;9;2;0;74;257;0;3;21;0;15;
143504;Obwodowa Komisja Wyborcza numer 5;2;2;18;8;2;0;60;170;2;0;23;0;5;
143504;Obwodowa Komisja Wyborcza numer 7;1;5;4;1;1;0;14;9;0;1;68;1;0;
143504;Obwodowa Komisja Wyborcza numer 6;6;19;45;24;7;0;145;288;6;5;61;0;18;
143407;Obwodowa Komisja Wyborcza numer 4;5;39;72;38;6;0;221;378;7;15;185;1;57;
143407;Obwodowa Komisja Wyborcza numer 1;3;36;60;50;5;1;163;389;11;16;160;2;39;
143407;Obwodowa Komisja Wyborcza numer 7;3;10;25;15;2;1;71;198;3;5;45;2;16;
143407;Obwodowa Komisja Wyborcza numer 3;5;19;31;22;4;0;107;269;8;6;69;0;22;
143407;Obwodowa Komisja Wyborcza numer 8;1;5;4;5;0;1;37;128;1;1;14;0;4;
143407;Obwodowa Komisja Wyborcza numer 6;5;29;65;47;7;3;176;378;3;12;123;1;44;
143407;Obwodowa Komisja Wyborcza numer 10;0;3;8;10;1;0;56;100;0;3;20;0;2;
143407;Obwodowa Komisja Wyborcza numer 12;0;0;0;0;0;0;0;5;0;0;12;0;0;
143407;Obwodowa Komisja Wyborcza numer 5;2;10;27;14;4;0;104;176;3;8;82;1;14;
143407;Obwodowa Komisja Wyborcza numer 9;1;28;27;15;2;2;57;143;3;9;106;0;14;
143407;Obwodowa Komisja Wyborcza numer 2;8;48;68;90;11;1;218;417;11;14;243;4;69;
143407;Obwodowa Komisja Wyborcza numer 11;0;1;0;5;1;1;1;33;0;0;14;0;1;
143409;Obwodowa Komisja Wyborcza numer 12;2;3;0;3;3;0;2;25;0;0;7;0;0;
143601;Obwodowa Komisja Wyborcza numer 1;1;12;53;25;1;0;105;294;2;4;125;0;13;
143409;Obwodowa Komisja Wyborcza numer 10;5;61;115;72;21;3;301;560;15;30;432;2;60;
143409;Obwodowa Komisja Wyborcza numer 4;11;81;128;77;15;1;246;440;21;32;511;3;83;
143409;Obwodowa Komisja Wyborcza numer 6;8;38;126;57;13;2;227;683;11;19;221;3;41;
143409;Obwodowa Komisja Wyborcza numer 9;5;72;101;94;20;2;283;523;12;29;382;3;80;
143409;Obwodowa Komisja Wyborcza numer 13;0;0;0;0;0;0;0;9;0;0;1;0;0;
143601;Obwodowa Komisja Wyborcza numer 2;3;7;33;15;1;2;83;276;2;1;43;0;10;
143409;Obwodowa Komisja Wyborcza numer 2;6;86;124;90;16;4;319;508;31;45;436;0;85;
143409;Obwodowa Komisja Wyborcza numer 7;15;39;80;48;27;1;278;504;7;14;236;0;60;
143409;Obwodowa Komisja Wyborcza numer 1;6;48;70;64;9;2;210;378;6;16;325;1;60;
143409;Obwodowa Komisja Wyborcza numer 3;14;78;146;87;21;6;344;556;26;34;525;1;116;
143409;Obwodowa Komisja Wyborcza numer 11;5;29;98;54;13;0;226;583;11;10;260;1;47;
143409;Obwodowa Komisja Wyborcza numer 8;10;57;102;84;16;1;310;710;9;26;401;3;55;
143601;Obwodowa Komisja Wyborcza numer 3;0;4;32;10;2;2;74;204;2;3;28;0;12;
143409;Obwodowa Komisja Wyborcza numer 5;9;54;78;75;9;4;227;444;16;20;386;1;45;
143601;Obwodowa Komisja Wyborcza numer 4;0;4;11;3;0;0;28;81;2;4;23;0;6;
143503;Obwodowa Komisja Wyborcza numer 1;3;21;67;29;12;1;180;501;6;19;119;2;25;
143503;Obwodowa Komisja Wyborcza numer 2;0;7;28;10;5;1;67;268;3;2;18;1;13;
143603;Obwodowa Komisja Wyborcza numer 2;2;6;9;4;3;0;41;108;2;4;31;0;6;
143503;Obwodowa Komisja Wyborcza numer 3;1;11;21;20;4;3;87;169;2;4;30;1;7;
143503;Obwodowa Komisja Wyborcza numer 7;1;3;36;8;2;0;65;124;4;3;29;0;11;
143503;Obwodowa Komisja Wyborcza numer 5;1;12;33;11;11;0;74;195;2;1;65;0;17;
143503;Obwodowa Komisja Wyborcza numer 4;3;5;66;9;3;0;101;177;2;5;31;0;18;
143503;Obwodowa Komisja Wyborcza numer 9;1;4;18;6;0;0;43;115;2;0;10;0;1;
143503;Obwodowa Komisja Wyborcza numer 6;1;13;41;19;4;3;87;243;1;2;53;1;14;
143601;Obwodowa Komisja Wyborcza numer 5;2;5;18;2;0;4;64;134;0;0;9;0;7;
143603;Obwodowa Komisja Wyborcza numer 3;4;2;13;4;2;0;40;86;0;0;21;0;6;
143601;Obwodowa Komisja Wyborcza numer 6;0;3;17;6;0;1;34;50;0;2;19;0;1;
143603;Obwodowa Komisja Wyborcza numer 1;0;11;25;8;10;0;31;134;6;3;32;0;8;
143601;Obwodowa Komisja Wyborcza numer 7;4;5;10;7;0;1;30;104;0;2;17;0;4;
143503;Obwodowa Komisja Wyborcza numer 8;0;6;26;9;1;0;58;137;1;1;19;0;7;
143603;Obwodowa Komisja Wyborcza numer 4;0;0;14;10;2;0;44;129;0;0;36;0;11;
143603;Obwodowa Komisja Wyborcza numer 5;2;12;62;9;2;9;86;193;5;8;40;0;12;
143603;Obwodowa Komisja Wyborcza numer 9;0;6;11;5;4;0;25;63;1;3;13;0;8;
143603;Obwodowa Komisja Wyborcza numer 8;0;1;10;6;0;1;27;80;1;0;15;0;3;
143411;Obwodowa Komisja Wyborcza numer 1;4;48;47;45;6;1;111;311;9;16;230;1;47;
143603;Obwodowa Komisja Wyborcza numer 10;2;5;16;8;5;0;48;122;2;0;22;0;8;
143411;Obwodowa Komisja Wyborcza numer 2;3;12;15;21;2;0;55;153;3;8;82;0;14;
143411;Obwodowa Komisja Wyborcza numer 6;6;22;37;48;10;3;154;218;10;16;135;2;40;
143411;Obwodowa Komisja Wyborcza numer 5;3;24;39;44;4;0;110;255;8;9;154;1;23;
143411;Obwodowa Komisja Wyborcza numer 4;1;46;68;61;10;2;132;374;10;15;216;2;49;
143603;Obwodowa Komisja Wyborcza numer 6;1;4;62;17;2;2;89;286;3;4;51;1;8;
143603;Obwodowa Komisja Wyborcza numer 7;0;5;7;2;0;0;21;66;0;3;18;0;3;
143603;Obwodowa Komisja Wyborcza numer 11;2;6;35;6;6;0;76;181;2;0;32;1;8;
143411;Obwodowa Komisja Wyborcza numer 7;4;25;51;40;10;0;181;402;11;9;132;0;36;
143411;Obwodowa Komisja Wyborcza numer 8;4;25;47;52;15;0;166;453;7;14;153;2;40;
143411;Obwodowa Komisja Wyborcza numer 3;5;31;48;46;11;0;144;363;9;8;222;0;40;
143411;Obwodowa Komisja Wyborcza numer 9;7;16;43;16;2;1;115;382;4;7;65;1;19;
143411;Obwodowa Komisja Wyborcza numer 10;2;9;41;18;3;4;99;274;2;4;56;2;15;
143411;Obwodowa Komisja Wyborcza numer 11;3;20;45;22;1;2;98;258;13;1;76;0;28;
143411;Obwodowa Komisja Wyborcza numer 13;7;18;41;21;0;1;109;220;6;5;93;0;28;
143411;Obwodowa Komisja Wyborcza numer 12;2;24;34;33;2;7;96;290;6;9;76;1;18;
143411;Obwodowa Komisja Wyborcza numer 14;3;20;47;32;4;0;114;315;12;12;109;0;25;
143412;Obwodowa Komisja Wyborcza numer 5;2;27;51;45;8;0;151;251;10;13;129;0;31;
143412;Obwodowa Komisja Wyborcza numer 1;6;36;53;47;10;1;160;335;9;8;228;0;46;
143412;Obwodowa Komisja Wyborcza numer 6;1;9;47;26;8;0;85;204;2;2;50;1;11;
143412;Obwodowa Komisja Wyborcza numer 3;7;23;42;41;14;0;129;264;12;13;156;2;44;
143412;Obwodowa Komisja Wyborcza numer 4;9;44;88;53;22;2;238;555;12;18;260;3;85;
143412;Obwodowa Komisja Wyborcza numer 8;8;30;55;46;5;0;152;323;10;16;148;0;28;
143411;Obwodowa Komisja Wyborcza numer 15;5;12;35;9;6;0;109;235;3;4;105;0;19;
143412;Obwodowa Komisja Wyborcza numer 7;0;6;26;5;2;0;40;109;1;2;19;0;10;
143411;Obwodowa Komisja Wyborcza numer 16;2;16;23;19;1;0;76;147;2;7;91;0;19;
143412;Obwodowa Komisja Wyborcza numer 2;4;26;60;34;7;4;102;297;4;15;124;3;30;
143412;Obwodowa Komisja Wyborcza numer 9;3;31;62;45;8;4;135;309;5;11;169;0;43;
143412;Obwodowa Komisja Wyborcza numer 10;1;14;36;14;9;0;52;121;9;7;110;1;16;
143412;Obwodowa Komisja Wyborcza numer 11;4;25;46;41;15;0;137;291;2;18;181;1;29;
143412;Obwodowa Komisja Wyborcza numer 13;12;45;68;65;20;5;138;363;14;12;381;1;59;
143412;Obwodowa Komisja Wyborcza numer 19;3;21;37;21;5;1;73;165;5;6;140;0;30;
143412;Obwodowa Komisja Wyborcza numer 12;4;24;42;44;7;2;121;245;3;8;144;2;31;
143412;;10;52;83;51;15;0;160;408;14;21;397;2;48;
143412;Obwodowa Komisja Wyborcza numer 21;6;47;45;39;12;4;124;358;6;19;344;0;50;
143412;Obwodowa Komisja Wyborcza numer 23;6;40;65;49;11;4;133;366;6;25;325;0;51;
143412;Obwodowa Komisja Wyborcza numer 14;11;48;65;66;12;1;156;301;16;24;335;1;59;
143412;Obwodowa Komisja Wyborcza numer 22;10;52;93;62;21;4;192;399;12;24;388;0;90;
143412;Obwodowa Komisja Wyborcza numer 17;6;29;28;40;3;4;80;182;10;8;219;0;22;
143412;Obwodowa Komisja Wyborcza numer 15;3;44;64;94;18;3;172;416;17;15;351;1;62;
143412;Obwodowa Komisja Wyborcza numer 18;3;19;42;27;14;1;75;207;9;10;168;0;42;
143412;Obwodowa Komisja Wyborcza numer 25;7;55;54;64;11;1;144;407;9;21;360;1;63;
143412;Obwodowa Komisja Wyborcza numer 16;15;73;95;107;23;2;280;569;21;34;425;1;113;
143412;Obwodowa Komisja Wyborcza numer 20;7;35;41;50;6;6;125;256;14;19;277;0;40;
143412;Obwodowa Komisja Wyborcza numer 27;6;42;74;63;17;1;148;379;14;15;307;2;49;
143412;Obwodowa Komisja Wyborcza numer 28;4;32;50;31;3;2;148;299;8;14;210;1;37;
143412;Obwodowa Komisja Wyborcza numer 29;6;49;61;71;11;0;140;284;12;16;294;0;59;
143412;Obwodowa Komisja Wyborcza numer 26;4;44;56;47;8;2;139;309;9;17;312;2;52;
143505;Obwodowa Komisja Wyborcza numer 5;2;19;73;49;6;1;156;305;7;13;216;0;36;
143505;Obwodowa Komisja Wyborcza numer 4;6;36;76;46;8;0;130;309;8;10;218;0;34;
143505;Obwodowa Komisja Wyborcza numer 1;8;29;48;26;13;1;103;203;8;13;246;0;42;
143412;Obwodowa Komisja Wyborcza numer 32;0;0;0;1;1;0;1;30;0;1;12;0;2;
143505;Obwodowa Komisja Wyborcza numer 2;4;40;88;51;16;1;240;407;13;10;297;2;39;
143412;Obwodowa Komisja Wyborcza numer 30;7;70;115;70;23;0;213;443;17;15;406;2;63;
143412;Obwodowa Komisja Wyborcza numer 31;1;25;43;41;2;0;102;190;9;15;181;1;40;
143505;Obwodowa Komisja Wyborcza numer 8;7;17;52;21;6;0;120;193;4;10;111;2;33;
143505;Obwodowa Komisja Wyborcza numer 6;5;22;50;43;3;1;141;304;8;15;249;2;34;
143505;Obwodowa Komisja Wyborcza numer 9;3;21;62;28;10;1;114;303;9;10;256;0;38;
143505;Obwodowa Komisja Wyborcza numer 3;6;40;76;88;10;3;279;468;10;21;304;4;50;
143505;Obwodowa Komisja Wyborcza numer 7;4;16;71;55;10;1;135;351;8;22;207;0;39;
143505;Obwodowa Komisja Wyborcza numer 11;4;26;44;29;4;2;98;219;1;14;190;0;30;
143505;Obwodowa Komisja Wyborcza numer 10;5;28;56;29;10;0;100;308;4;10;291;4;41;
143505;Obwodowa Komisja Wyborcza numer 13;5;17;60;38;7;0;109;303;4;12;220;1;50;
143505;Obwodowa Komisja Wyborcza numer 12;10;32;43;52;13;0;94;340;10;11;253;0;41;
143505;Obwodowa Komisja Wyborcza numer 16;2;22;49;27;5;0;75;219;9;9;239;0;19;
143505;Obwodowa Komisja Wyborcza numer 17;2;10;24;22;5;0;82;129;0;11;75;0;10;
143505;Obwodowa Komisja Wyborcza numer 19;3;8;37;17;3;1;85;195;5;2;78;0;19;
143505;Obwodowa Komisja Wyborcza numer 14;7;31;61;46;9;2;125;325;9;8;282;4;38;
143505;Obwodowa Komisja Wyborcza numer 15;7;40;63;42;7;2;105;297;7;11;271;1;30;
143505;Obwodowa Komisja Wyborcza numer 20;6;9;51;18;4;0;66;167;3;2;59;1;5;
143505;Obwodowa Komisja Wyborcza numer 18;2;14;60;22;3;1;111;176;1;2;88;0;8;
143505;Obwodowa Komisja Wyborcza numer 22;2;13;21;16;3;0;77;151;1;3;98;0;13;
143505;Obwodowa Komisja Wyborcza numer 23;3;17;50;32;4;4;167;364;3;8;91;0;24;
143505;Obwodowa Komisja Wyborcza numer 21;8;36;64;62;5;0;169;264;7;13;234;1;56;
143505;Obwodowa Komisja Wyborcza numer 24;5;12;69;18;5;1;153;356;4;5;65;0;23;
143505;Obwodowa Komisja Wyborcza numer 25;1;2;35;5;1;0;81;187;1;2;62;0;21;
143505;Obwodowa Komisja Wyborcza numer 26;4;3;15;5;3;0;60;161;2;1;12;0;5;
143505;Obwodowa Komisja Wyborcza numer 27;4;26;73;61;6;1;203;401;9;12;192;0;42;
143704;;2;14;57;21;1;1;146;328;2;1;96;0;14;
143505;Obwodowa Komisja Wyborcza numer 28;1;7;20;12;3;0;71;121;2;1;37;0;13;
143704;Obwodowa Komisja Wyborcza numer 2;1;12;33;12;4;0;97;176;3;2;65;1;5;
143505;Obwodowa Komisja Wyborcza numer 30;0;1;2;5;0;0;3;20;1;0;8;0;0;
143505;Obwodowa Komisja Wyborcza numer 29;2;17;58;40;11;1;90;228;11;5;202;1;22;
143704;Obwodowa Komisja Wyborcza numer 4;1;2;9;12;4;0;69;127;1;2;9;0;6;
143703;Obwodowa Komisja Wyborcza numer 1;4;23;40;30;10;1;141;352;6;5;228;1;16;
143704;Obwodowa Komisja Wyborcza numer 3;1;9;18;17;1;0;69;190;2;2;69;0;11;
143703;Obwodowa Komisja Wyborcza numer 2;1;11;18;8;5;1;88;182;2;4;74;0;12;
143703;Obwodowa Komisja Wyborcza numer 4;1;32;37;30;7;1;194;449;6;4;175;1;25;
143704;Obwodowa Komisja Wyborcza numer 5;0;3;1;7;1;0;17;37;0;3;23;0;0;
143703;Obwodowa Komisja Wyborcza numer 3;0;25;37;30;8;2;123;318;3;2;154;1;17;
143703;Obwodowa Komisja Wyborcza numer 5;1;0;0;0;0;0;0;6;0;1;1;0;0;
143701;Obwodowa Komisja Wyborcza numer 1;3;24;49;34;11;1;111;336;12;7;172;0;22;
143701;Obwodowa Komisja Wyborcza numer 3;3;6;28;16;6;2;128;307;1;3;45;0;9;
143701;Obwodowa Komisja Wyborcza numer 2;4;23;42;54;9;0;183;426;5;8;116;0;24;
143705;;2;5;31;10;5;0;75;157;4;1;30;0;10;
143702;Obwodowa Komisja Wyborcza numer 1;1;19;36;30;7;1;117;182;5;7;127;1;13;
143804;Obwodowa Komisja Wyborcza numer 2;3;15;62;30;5;0;103;259;8;9;194;0;33;
143705;Obwodowa Komisja Wyborcza numer 1;1;7;35;13;0;0;92;212;0;1;26;1;6;
143705;Obwodowa Komisja Wyborcza numer 4;0;2;9;7;1;0;13;75;0;0;20;0;8;
143705;Obwodowa Komisja Wyborcza numer 2;1;20;24;23;1;1;86;217;2;1;71;0;12;
143702;Obwodowa Komisja Wyborcza numer 2;2;14;50;31;11;0;121;276;4;10;164;0;17;
143804;Obwodowa Komisja Wyborcza numer 3;9;34;63;31;7;0;131;186;9;17;242;2;31;
143804;Obwodowa Komisja Wyborcza numer 5;3;17;37;27;9;0;121;204;5;6;153;1;19;
143804;Obwodowa Komisja Wyborcza numer 1;10;52;57;51;14;3;201;259;11;9;386;0;43;
143702;Obwodowa Komisja Wyborcza numer 3;3;15;19;25;4;0;73;217;2;7;69;0;7;
143705;Obwodowa Komisja Wyborcza numer 5;0;4;8;2;3;0;19;65;0;0;6;0;4;
143804;Obwodowa Komisja Wyborcza numer 4;2;14;42;23;7;1;74;161;5;9;82;0;23;
143702;Obwodowa Komisja Wyborcza numer 4;4;5;14;10;1;1;58;147;6;2;29;0;10;
143804;Obwodowa Komisja Wyborcza numer 6;0;2;0;0;0;2;0;3;0;0;2;0;1;
143803;Obwodowa Komisja Wyborcza numer 3;0;4;31;9;2;0;47;99;0;2;39;0;5;
143803;Obwodowa Komisja Wyborcza numer 7;3;35;62;38;9;0;171;410;16;10;219;1;57;
143803;Obwodowa Komisja Wyborcza numer 4;0;9;11;6;4;0;21;50;3;5;43;0;3;
143803;Obwodowa Komisja Wyborcza numer 2;4;23;42;20;6;1;86;205;8;4;101;0;13;
143605;Obwodowa Komisja Wyborcza numer 3;6;26;64;25;4;3;120;360;3;5;217;0;33;
143803;Obwodowa Komisja Wyborcza numer 9;1;0;0;2;0;0;0;11;0;0;7;0;0;
143605;Obwodowa Komisja Wyborcza numer 1;4;31;97;50;7;1;160;407;6;14;277;0;29;
143803;Obwodowa Komisja Wyborcza numer 6;4;22;69;42;11;6;124;269;8;7;157;0;37;
143605;Obwodowa Komisja Wyborcza numer 2;6;49;104;57;14;4;273;603;11;23;344;0;60;
143803;Obwodowa Komisja Wyborcza numer 8;3;9;29;21;6;0;89;190;4;6;120;0;23;
143605;Obwodowa Komisja Wyborcza numer 4;9;24;65;38;6;2;133;394;12;5;270;2;35;
143803;Obwodowa Komisja Wyborcza numer 5;1;13;24;15;2;2;41;113;1;0;64;1;23;
143605;Obwodowa Komisja Wyborcza numer 6;0;11;33;23;1;0;70;186;1;3;27;1;16;
143605;Obwodowa Komisja Wyborcza numer 5;2;6;27;3;1;0;67;143;4;8;30;1;5;
143803;Obwodowa Komisja Wyborcza numer 1;5;45;88;60;12;3;169;363;13;11;289;1;33;
143605;Obwodowa Komisja Wyborcza numer 7;0;6;14;2;2;0;30;104;1;0;11;0;7;
143605;Obwodowa Komisja Wyborcza numer 8;0;8;28;7;2;0;82;158;4;2;45;1;8;
143605;Obwodowa Komisja Wyborcza numer 9;1;9;27;13;1;0;99;295;1;6;36;0;10;
143605;Obwodowa Komisja Wyborcza numer 11;1;3;22;7;5;0;54;136;1;0;23;1;6;
143605;Obwodowa Komisja Wyborcza numer 14;0;0;0;0;0;0;1;4;0;0;2;0;0;
143805;Obwodowa Komisja Wyborcza numer 5;2;13;84;17;12;0;130;303;5;2;74;1;28;
143805;Obwodowa Komisja Wyborcza numer 4;4;20;65;45;5;1;111;216;3;6;132;0;22;
143605;Obwodowa Komisja Wyborcza numer 13;0;1;28;9;2;0;42;105;0;2;25;0;5;
143805;Obwodowa Komisja Wyborcza numer 2;0;20;26;24;4;1;64;119;4;3;54;1;13;
143805;Obwodowa Komisja Wyborcza numer 3;4;33;59;43;7;5;159;249;10;21;147;1;34;
143805;Obwodowa Komisja Wyborcza numer 1;1;9;17;9;0;0;44;122;5;4;64;0;5;
143605;Obwodowa Komisja Wyborcza numer 10;0;16;44;13;2;1;71;164;0;3;46;0;10;
143605;Obwodowa Komisja Wyborcza numer 12;2;3;26;5;0;5;41;154;3;4;35;0;4;
143805;Obwodowa Komisja Wyborcza numer 8;2;33;28;35;3;1;103;157;10;11;172;1;27;
143805;Obwodowa Komisja Wyborcza numer 6;4;13;72;15;8;1;128;309;6;5;80;0;19;
143805;Obwodowa Komisja Wyborcza numer 7;1;9;24;9;4;1;37;75;2;3;40;0;6;
143805;Obwodowa Komisja Wyborcza numer 9;2;27;64;37;4;4;131;252;4;13;156;2;44;
143805;Obwodowa Komisja Wyborcza numer 10;2;6;14;4;2;1;28;71;2;2;20;0;4;
143805;Obwodowa Komisja Wyborcza numer 11;0;2;13;5;4;1;39;80;1;0;16;0;4;
143802;Obwodowa Komisja Wyborcza numer 1;2;14;26;11;3;0;38;126;1;4;84;0;19;
143802;Obwodowa Komisja Wyborcza numer 9;5;29;40;23;8;1;77;155;3;6;107;0;27;
143802;Obwodowa Komisja Wyborcza numer 5;1;16;27;15;2;1;48;126;4;3;126;0;18;
143802;Obwodowa Komisja Wyborcza numer 13;1;24;40;23;5;5;79;174;4;4;94;1;21;
143802;Obwodowa Komisja Wyborcza numer 2;1;22;32;18;3;1;112;176;8;8;80;0;24;
143802;Obwodowa Komisja Wyborcza numer 10;3;12;44;12;4;3;82;148;3;6;109;1;15;
143802;Obwodowa Komisja Wyborcza numer 11;4;6;30;11;3;3;99;146;1;3;59;0;17;
143802;Obwodowa Komisja Wyborcza numer 8;2;14;31;15;2;0;80;128;11;4;95;0;19;
143802;Obwodowa Komisja Wyborcza numer 4;3;14;29;29;1;1;40;229;6;3;144;0;9;
143802;Obwodowa Komisja Wyborcza numer 6;1;17;21;13;3;0;55;118;6;4;91;0;10;
143802;Obwodowa Komisja Wyborcza numer 3;6;17;39;26;3;1;72;195;8;5;116;0;27;
143802;Obwodowa Komisja Wyborcza numer 7;1;7;32;14;2;8;50;114;2;5;56;0;18;
143802;;1;5;52;12;0;0;73;202;4;7;33;0;6;
143802;Obwodowa Komisja Wyborcza numer 14;5;14;35;13;3;0;120;182;5;14;74;1;12;
143706;Obwodowa Komisja Wyborcza numer 1;4;47;52;57;7;0;122;283;16;19;325;0;31;
